"","NO.SHOES","REACH","WEIGHT","WINGSPAN","WING.DIFF","X3.4.SPRINT","STD.VERT","MAX.VERT","TRB","STL","FG.","eFG.","TS.","PER","TRB.","BLK.","USG.","ORtg","DRtg","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"374",-0.886590853322484,-1.57691317713084,0.124583875048729,-1.39167078475541,-0.793058887914563,0.754101327343804,-0.710548346438379,-0.259046451133393,3.2,0.3,0.459,0.534,0.556,12.9,10.8,0.6,18.7,108,109,8,7.8,15.8,0.091,-0.6,-1,-1.6,0.8
"376",1.13628378752351,-0.963087589171039,0.76688296418884,-0.527918416770095,-1.34441753270561,0.143363583715156,1.92581593433761,2.42101307337448,4.5,0.4,0.542,0.542,0.55,13.7,15.5,3.6,14.4,106,106,3.9,6.7,10.6,0.09,-1.9,0,-1.9,0.2
"381",1.13628378752351,0.059955057428631,0.157806241728389,-0.851825554764587,-1.67523271958024,-1.2307963394493,-0.710548346438379,0.243464709711834,3.5,0.4,0.494,0.548,0.597,13.4,12.8,2.1,19.7,107,112,0.8,1.1,1.9,0.072,-2.7,-0.3,-3,-0.3
"386",0.0470435962987421,0.059955057428631,0.910846553134037,-0.204011278775603,-0.241700243123517,-0.467374159913493,-0.333924877756095,-0.0915427308516505,5.2,0.5,0.534,0.536,0.57,13.2,14.5,1.9,13.4,115,107,26.4,18.1,44.5,0.115,-1.4,0.1,-1.3,3.1
"389",-0.419773628511871,0.059955057428631,0.473418725185168,0.9836482272042,1.30210396229141,-0.467374159913493,0.795945528290757,1.24848703140229,5.2,0.4,0.46,0.494,0.527,12,16.5,2,14.1,107,109,3.3,6,9.3,0.079,-2.2,-0.2,-2.4,-0.5
"395",-0.419773628511871,-0.553870530531171,0.844401819774716,0.0119268132207247,0.30965840166753,0.296048019622318,-0.145613143414953,0.745975870557061,4.3,0.6,0.417,0.498,0.536,13.4,13,2.6,16.9,108,113,1.1,1.3,2.4,0.068,-0.6,-0.8,-1.5,0.2
"399",-0.264167886908333,-0.144653471891303,-0.661678803036582,0.551772043211544,0.750745317500366,0.525074673483063,0.607633793949615,1.08098331112055,5.6,0.8,0.5,0.543,0.577,16.6,11.6,2.3,20.8,113,106,10.1,10.9,20.9,0.14,0.5,0.9,1.4,6.2
"402",1.44749527073058,2.10604035062797,0.578622886337428,1.63146250319318,0.640473588542157,2.20460346846184,-0.898860080779521,-1.0965650525421,1.4,0.2,0.494,0.494,0.513,11,13.9,5.8,19.1,93,103,-0.4,0.9,0.5,0.046,-6.3,1.8,-4.6,-0.3
"403",-0.419773628511871,-0.349262001211237,0.0581391416894057,-0.311980324773767,-0.0211567852070982,-0.696400813774235,-0.145613143414953,0.0759609894300918,4,0.5,0.448,0.521,0.539,12.5,10.7,1.6,14.5,112,108,17.4,13.2,30.6,0.103,0.1,-0.1,0,7.2
"406",-1.50901381973664,-0.963087589171039,1.07695838653234,-0.204011278775603,0.861017046458576,-0.314689724006331,-0.145613143414953,-0.259046451133393,7.3,1.3,0.49,0.513,0.56,18.9,14.5,2.8,21.9,111,103,48,43.7,91.7,0.152,1,1,2,29.1
"407",0.980678045919969,-0.349262001211237,-0.263010402880649,-0.0960422327774392,-0.793058887914563,-1.15445412149572,1.54919246565532,1.75099819224751,1.8,0.3,0.42,0.459,0.483,8.5,8.4,1.6,14.9,98,107,0,1.7,1.7,0.048,-3,-0.5,-3.5,-0.6
"409",-1.3534080781331,-0.553870530531171,-0.816716514208332,0.335833951215216,1.30210396229141,-0.467374159913493,1.17256899697304,1.24848703140229,3.5,0.4,0.444,0.513,0.553,11.2,12.1,2,13.9,108,109,4.4,4.4,8.7,0.078,-2,-0.1,-2,-0.1
"420",-0.730985111718947,-0.144653471891303,0.633993497470196,0.227864905217053,0.750745317500366,-0.620058595820655,-1.08717181512066,-1.26406877282385,7.1,0.7,0.465,0.466,0.502,11.7,21.9,0.6,12.1,103,104,6.6,20.5,27.1,0.084,-2.2,-0.6,-2.7,-2.9
"422",-2.13143678615079,-1.37230464781091,-1.80231339237161,-0.419949370771931,1.08156050437499,-0.925427467634976,0.607633793949615,0.578472150275319,3.5,0.7,0.51,0.518,0.532,14.3,14.6,2.7,14.3,109,104,2.8,4.3,7.2,0.113,-1.4,1.5,0.1,1.6
"424",-0.264167886908333,0.059955057428631,0.235325097314265,-0.204011278775603,-0.0211567852070982,-0.162005288099169,1.36088073131418,0.913479590838803,5,0.6,0.583,0.596,0.625,18.8,14.7,4.3,17.3,122,108,11.3,6,17.3,0.164,0,0.5,0.6,3.2
"426",-1.50901381973664,-0.758479059851105,-1.65834980342641,-0.0960422327774392,0.971288775416785,-0.00932085219200663,0.231010325267331,0.913479590838803,5.7,1.7,0.406,0.518,0.554,13.4,10.3,2.4,18.8,103,105,4.8,16.7,21.5,0.087,-0.6,1.1,0.5,7.4
"438",-0.419773628511871,-0.553870530531171,-0.0415279583495762,-0.204011278775603,0.0891149437511111,-0.849085249681397,0.607633793949615,-0.0915427308516505,3.7,0.4,0.533,0.533,0.566,13.8,12.4,5.4,12.6,114,106,10.1,9.1,19.2,0.115,-1.5,1.8,0.3,4.7
"439",-1.04219659492602,-0.144653471891303,-0.916383614247316,0.44380299721338,1.1918322333332,-0.162005288099169,1.54919246565532,2.42101307337448,5.9,1.2,0.456,0.492,0.536,16.7,10.2,1.8,24.5,105,108,26.4,30.5,57,0.087,0.9,-0.2,0.8,21.9
"440",2.38112972035181,2.92447446790771,-0.0526020805761308,2.81912200917299,1.1918322333332,1.74655016074036,-1.46379528380295,-1.43157249310559,11,0.7,0.64,0.64,0.658,21.5,21,6,16,125,100,35.2,28.4,63.6,0.218,1.5,2.2,3.8,20.4
"442",-1.3534080781331,-0.553870530531171,0.52325227520466,0.0119268132207247,0.971288775416785,-0.772743031727814,-0.898860080779521,-0.929061332260362,4.6,0.7,0.445,0.484,0.525,12.5,9.7,0.4,17.5,107,111,11.5,7.9,19.4,0.069,-0.7,-0.9,-1.6,1.4
"443",-1.66461956134017,-1.37230464781091,-0.861013003114547,-0.851825554764587,0.30965840166753,-1.07811190354214,0.984257262631899,1.41599075168403,2.2,0.2,0.344,0.344,0.378,6.6,14.3,1.8,18.3,83,105,-1.2,0.8,-0.4,-0.027,-6.3,-1.8,-8.1,-1.2
"448",-1.04219659492602,-1.16769611849097,1.12125487543856,-0.311980324773767,0.419930130625739,-0.39103194195991,0.419322059608473,-0.0915427308516505,4,0.4,0.458,0.46,0.508,14.9,15.2,1.9,22.8,100,106,0.5,2.2,2.6,0.068,-1.4,-0.3,-1.7,0.2
"454",-0.264167886908333,-1.16769611849097,-0.528789336317938,-1.49963983075357,-1.34441753270561,-0.314689724006331,0.231010325267331,-0.0915427308516505,4.2,1,0.437,0.529,0.559,12.6,7.9,2.3,12.9,115,105,40.4,35.3,75.7,0.121,0.4,1.3,1.7,28.2
"457",-0.886590853322484,-1.57691317713084,-0.639530558583474,0.44380299721338,1.08156050437499,-0.314689724006331,1.17256899697304,-0.76155761197862,3,0.4,0.403,0.489,0.513,10.5,9.9,2.2,16,103,109,2.6,4.1,6.7,0.06,-1.7,-0.5,-2.2,-0.3
"458",-0.730985111718947,-1.57691317713084,1.07695838653234,0.9836482272042,1.52264742020783,1.89923459664752,0.0426985909261888,0.0759609894300918,4.3,0.5,0.462,0.463,0.527,12.5,16.5,2.3,15,105,106,3.6,6.3,9.9,0.085,-2.6,-0.4,-3,-1.5
"463",-0.108562145304796,0.469172116068499,-0.805642391981779,1.19958631920053,1.30210396229141,-0.314689724006331,1.17256899697304,1.91850191252926,2.3,0.2,0.467,0.467,0.531,10.2,12.2,3.8,13.9,104,107,1.7,3.4,5,0.078,-4.3,0.3,-4,-1.6
"467",0.825072304316431,0.878389174708367,0.301769830673586,-0.635887462768259,-1.2341458037474,1.28849685301887,-1.08717181512066,-1.43157249310559,5.7,0.4,0.457,0.49,0.514,14,14.2,3.3,19.5,101,106,5.5,17.1,22.6,0.07,-1.4,0.2,-1.1,3.4
"471",1.29188952912704,0.673780645388433,0.883161247567653,1.09161727320236,0.19938667270932,0.44873245552948,-0.145613143414953,-0.0915427308516505,7.6,0.9,0.589,0.589,0.596,17.2,15.4,3.1,15.3,118,106,25.8,19.4,45.2,0.153,0.2,0.2,0.4,8.6
"472",0.980678045919969,0.059955057428631,-0.805642391981779,0.875679181206036,0.19938667270932,-1.45982299331005,0.607633793949615,1.75099819224751,3.2,0.1,0.56,0.56,0.558,13,12.1,5.1,14.1,108,107,5.7,4.9,10.6,0.085,-2.1,-0.2,-2.3,-0.5
"476",-0.108562145304796,0.469172116068499,-1.33720025885635,0.875679181206036,0.971288775416785,0.525074673483063,-1.27548354946181,-1.0965650525421,6.3,0.6,0.515,0.517,0.55,15.5,13.8,3.2,17.5,111,105,25.1,27.3,52.4,0.125,-1,0.2,-0.8,6.4
"480",-0.264167886908333,-0.349262001211237,0.744734719735733,0.119895859218889,0.30965840166753,0.44873245552948,0.231010325267331,0.410968429993576,5.7,0.6,0.501,0.524,0.545,17.1,13.2,3.8,19.2,111,105,7.7,7,14.7,0.127,0.4,0.1,0.5,3.6
"485",0.513860821109355,1.90143182130804,0.512178152978107,1.73943154919135,1.41237569124962,0.219705801668738,-1.27548354946181,-0.0915427308516505,6,0.4,0.595,0.633,0.657,20.7,16.1,3.7,18.1,128,112,7.4,2.2,9.6,0.169,2.4,-0.5,1.9,2.7
"486",-0.575379370115409,-0.758479059851105,0.312843952900139,0.551772043211544,0.971288775416785,-1.30713855740288,-0.145613143414953,0.745975870557061,4.8,0.5,0.47,0.47,0.484,14,19.8,2,19.8,97,105,-0.6,5.2,4.6,0.053,-2.7,-0.8,-3.5,-1.6
"487",1.9143124955412,1.0829977040283,-1.24860728104393,0.44380299721338,-0.903330616872772,-0.085663070145586,1.17256899697304,1.08098331112055,2.8,0.4,0.433,0.501,0.536,11.9,11.3,4.1,15.5,108,109,2.4,4,6.3,0.086,-2.3,0.2,-2.2,-0.2
"488",0.980678045919969,0.673780645388433,-0.307306891786865,0.0119268132207247,-0.682787158956353,0.296048019622318,-1.08717181512066,-0.594053891696877,5,0.6,0.555,0.556,0.598,17.9,14.9,2.2,18.3,116,101,14.4,10.9,25.3,0.178,0.1,1,1.1,5.4
"490",-1.3534080781331,-1.78152170645077,-0.8720871253411,-1.28370173875724,-0.351971972081726,-1.30713855740288,0.984257262631899,1.41599075168403,6.1,0.7,0.471,0.522,0.561,16.7,10.8,1.3,22.2,111,109,27.2,18.4,45.7,0.115,1.2,-0.3,0.9,14.1
"500",-1.50901381973664,-0.758479059851105,-0.152269180615113,-1.82354696874806,-0.793058887914563,-1.84153408307795,0.795945528290757,0.913479590838803,5.5,0.7,0.515,0.528,0.548,15,15.1,2,16,110,105,12.6,13.6,26.2,0.116,-0.7,0.3,-0.5,4.2
"503",-0.730985111718947,0.264563586748565,-0.617382314130366,-0.311980324773767,0.19938667270932,-0.620058595820655,0.419322059608473,0.578472150275319,8.7,0.5,0.518,0.519,0.546,15.6,17.5,2.1,15.5,115,109,28,15.1,43.1,0.119,-0.2,-1.3,-1.6,1.8
"504",0.669466562712893,-0.963087589171039,-0.473418725185169,-1.28370173875724,-1.78550444853845,0.677759109390225,-0.145613143414953,0.410968429993576,7.8,0.7,0.445,0.493,0.541,15.4,15.7,1.1,18,111,105,28,22.3,50.3,0.121,0.4,-0.3,0.1,10.6
"508",-0.264167886908333,-0.758479059851105,-0.240862158427543,-1.06776364676091,-0.903330616872772,-0.543716377867072,-0.522236612097237,0.243464709711834,4.2,0.5,0.439,0.44,0.525,14.8,14.1,1,19,111,105,11.4,8.8,20.2,0.134,-1.2,-0.8,-2,0
"510",1.60310101233412,-1.37230464781091,0.490029908524999,-0.851825554764587,-2.00604790645486,0.44873245552948,0.419322059608473,0.243464709711834,4.4,0.3,0.508,0.511,0.553,14.9,14,2.7,17.8,111,108,10.4,6.6,17.1,0.113,-1.4,-0.6,-2,0
"512",-0.886590853322484,0.059955057428631,-1.19323666991116,0.44380299721338,1.08156050437499,-1.07811190354214,1.92581593433761,2.086005632811,4.8,0.8,0.438,0.439,0.5,14.8,14.1,5.1,20.6,98,102,-0.5,13.5,13,0.078,-2.8,1.6,-1.2,1.7
"513",1.75870675393766,0.878389174708367,-0.805642391981779,0.44380299721338,-0.793058887914563,0.143363583715156,0.795945528290757,0.0759609894300918,9,0.5,0.597,0.597,0.626,16.1,18.8,3.3,13.2,118,103,56.3,45.8,102.1,0.155,-0.3,0.5,0.1,16.9
"515",-0.575379370115409,-0.349262001211237,0.633993497470196,-1.28370173875724,-0.903330616872772,-0.238347506052748,-0.145613143414953,0.0759609894300918,6.7,0.5,0.489,0.49,0.533,12.9,15.8,0.9,15.1,109,104,23.2,27.6,50.8,0.113,-1.4,-0.5,-2,0.2
