"","NO.SHOES","REACH","WEIGHT","WINGSPAN","WING.DIFF","X3.4.SPRINT","STD.VERT","MAX.VERT","TRB","STL","FG.","eFG.","TS.","PER","TRB.","BLK.","USG.","ORtg","DRtg","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"358",-0.150542279895047,0.26897596080043,0.0842852697737425,-0.133315507402512,-0.0103838030045879,-0.0452242352468709,-0.276393347472892,-0.323830206766905,0.6,0.1,0.339,0.368,0.398,2.8,5.4,0.9,22.1,79,111,-1.3,0.3,-0.9,-0.089,-6.9,-2.5,-9.4,-0.9
"359",0.232895824695399,0.134948555675558,1.07884765561483,-0.0528283442196685,-0.372986203924798,-1.01288985707334,1.44000580136645,0.419344794567238,2.6,0.5,0.453,0.507,0.538,13,7.9,0.6,16.8,113,109,8.6,4.2,12.8,0.105,0,-0.8,-0.9,1.7
"360",1.38321013846674,0.537030771050175,0.28319774694196,1.23496626670583,0.110483663968816,0.245075451301068,0.753446141830715,0.27070979430041,3.7,1,0.471,0.518,0.533,12.3,8.9,2.1,15.2,105,108,5.1,7.5,12.6,0.073,-1.3,0.4,-1,2.2
"365",0.424614876990622,0.134948555675558,-0.943429195595384,-0.2942898337682,-0.977323538791815,-0.0452242352468709,0.410166312062846,1.45978979643504,4.7,1.4,0.402,0.424,0.471,13.7,9.4,1.7,23.6,94,106,-4.6,9,4.4,0.027,-1.6,0.5,-1.1,1.7
"366",0.808052981581067,1.07314039154967,1.73083855299955,1.23496626670583,0.835688465809236,-0.432290483977459,0.58180622694678,-0.175195206500076,6.4,0.7,0.47,0.472,0.52,14,13.1,2.4,16.4,107,106,6.8,8.7,15.5,0.097,-1.7,0.3,-1.4,1.1
"367",0.424614876990622,0.403003365925303,0.692073394454409,0.269120308511707,-0.131251269977991,1.11597451094489,-1.13459292189256,-1.51291020890153,4.2,0.9,0.452,0.508,0.555,19.6,7.9,0.3,25.5,113,109,24.6,3.8,28.4,0.141,3.8,-1.5,2.4,10.6
"368",-1.78015422440444,-1.60740771094778,-1.46281177486795,-0.777212812865263,1.07742339975604,-1.30318954362128,1.78328563113432,1.31115479616821,2.8,1.5,0.44,0.486,0.526,14.8,5.2,0.4,18.6,108,109,12.9,9.7,22.6,0.094,0.2,0,0.2,6.4
"369",1.67078871690957,1.47522260692428,1.57612884853538,0.269120308511707,-1.70252834063224,0.728908262214301,-1.99279249631224,-2.10745020996885,4.8,0.9,0.435,0.489,0.529,13.9,9.4,0.7,18.6,106,107,11.3,9.6,20.9,0.088,0,0,0,5.9
"375",-0.533980384485492,-0.669215875073677,-1.37440622945986,-1.74305877105939,-1.94426327457904,0.82567482439695,-1.3062328367765,-1.36427520863471,3.8,1.6,0.476,0.494,0.538,16.3,6,0.7,24.1,105,111,8.7,6.2,14.9,0.071,0,-0.6,-0.6,3.5
"376",-0.917418489075937,-1.07129809044829,-1.45176108169194,-1.34062295514517,-0.856456071818412,-0.335523921794814,-0.791313092124695,-0.769735207567391,2.1,0.8,0.479,0.541,0.563,15.7,5,0.5,17.3,121,112,7.3,2.9,10.2,0.135,0.8,0,0.8,2.6
"380",-3.02632806432339,-2.41157214169702,-1.13129097958759,-2.3064689133393,0.352218597915622,-2.56115485199569,1.78328563113432,2.20296479776918,2.8,0.9,0.428,0.495,0.537,15.9,6.7,0.2,23.7,109,111,11.7,4.3,16,0.095,1,-0.5,0.5,5.1
"384",0.520474403138233,0.000921150550685453,0.250045667413924,1.23496626670583,1.19829086672945,0.245075451301068,3.1564049502058,1.31115479616821,1.9,0.5,0.429,0.482,0.526,12.8,4.8,0.7,23.7,104,114,5.6,2,7.6,0.045,-0.8,-2,-2.9,-1.9
"385",0.616333929285844,0.403003365925303,0.299773786705979,-0.133315507402512,-0.977323538791815,0.438608575666362,-0.448033262356827,-0.175195206500076,2.1,0.4,0.389,0.49,0.527,9.1,5.7,0.9,16.3,101,113,1.1,2.8,3.8,0.028,-1.9,-1.1,-3,-1.7
"387",-0.821558962928326,-0.401161064823932,-0.766618104779191,-0.857699976048107,-0.252118736951395,-0.529057046160108,-0.619673177240761,-0.621100207300562,1,0.3,0.371,0.403,0.435,7.5,5.8,0.4,21.5,86,110,-1.1,0.3,-0.8,-0.047,-4.3,-1.6,-6,-0.8
"388",-0.246401806042658,0.537030771050175,0.769428246686494,0.832530450791613,1.56089326764966,-0.238757359612165,0.753446141830715,1.31115479616821,2.4,0.7,0.457,0.533,0.57,13.5,7,1.1,20,108,108,4.9,7.1,12,0.1,-0.6,0.3,-0.3,2.5
"389",-1.30085659366638,-1.33935290069804,-1.49596385439599,-1.90403309742508,-1.21905847273862,-0.0452242352468709,-0.276393347472892,0.716614795100896,2,0.8,0.409,0.451,0.477,9.3,5.2,0.4,18.2,94,108,-2.9,6.1,3.1,0.019,-3.3,-0.7,-4,-4
"390",-0.150542279895047,-0.26713365969906,-0.0814751278664393,-0.696725649682419,-0.856456071818412,-0.819356732708047,0.0668864822949769,1.45978979643504,3.4,1.1,0.436,0.498,0.536,14.1,5.9,0.6,22.3,104,110,10,9.1,19.1,0.072,0.3,-0.6,-0.4,5.2
"393",1.57492919076196,1.60925001204916,0.537363689990239,0.349607471694551,-1.46079340668543,0.535375137849007,-1.64951266654437,-1.06700520810105,3.8,0.7,0.421,0.491,0.517,12.3,10.6,0.9,18,104,109,4,5.3,9.3,0.066,-0.5,-0.5,-1,1.7
