"","TRB","STL","FG.","eFG.","TS.","PER","TRB.","BLK.","USG.","ORtg","DRtg","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","NO.SHOES","REACH","WEIGHT","WINGSPAN","WING.DIFF","X3.4.SPRINT","STD.VERT","MAX.VERT"
"12",3.71203170913103,0.367866535184529,0.991703919613922,0.497012077119162,0.60557043753768,0.819606678785739,2.08266452897244,0.446717870125657,-0.574102314005853,0.694313059097565,-0.493727852647702,1.44548661346192,2.55400876555845,2.27852362799191,0.851082162777924,0.451499978637262,0.107556093802969,0.400941399510163,0.3711354072059,80,107,246,84.75,4.75,3.37,31,35.5
"13",0.779344672468281,-0.771823246798521,1.44188258077163,1.01585117850346,0.887027467998283,1.35716705801388,1.91029476370016,1.62067585929133,0.793364516993431,0.694313059097565,-1.01162420157886,0.56365783152496,0.529472476664821,0.653126033432771,1.22798220042007,0.194120968773102,-0.176594056165736,0.0864579810696717,-0.203773140961587,80.5,110,263,86.5,6,3.29,28.5,30
"14",0.834678390141163,0.0829440896887663,-0.0949342280081225,-0.308083080201295,-0.0511626335370605,0.253753648019273,0.0142273457050141,-0.0366765960013851,1.55599024966611,-0.46600079726062,0.54206484521461,-0.879334720735525,0.782539512776525,-0.275672592029593,-0.618827984026442,0.091169364827438,-1.02904450607185,-0.407730247908244,-1.20986310025469,77.75,104,221,85,7.25,3.16,35,41
"15",-0.60399826935377,-0.771823246798521,-0.327785259641418,0.174974014190978,0.249058198954249,-0.396977337362163,-0.576754706657108,-0.658183766736153,0.00444134526307473,-0.0440684858576436,0.801013019680188,-0.318170950412003,-0.862396221949552,-0.682021990669378,-0.392687961441155,0.194120968773102,-1.21847793938432,-0.362804045273888,-0.347500278003459,76.5,104,223.2,81.5,5,3.27,26.5,30.5
"16",-0.437997116335124,-0.201978355806996,-0.0949342280081225,-0.379647094185336,-0.0136350294756467,0.621558118017476,-0.355136437021312,-0.796296471343879,1.13523122474325,0.377863825545333,0.283116670749032,0.403325325718239,-0.7358627038937,-0.0434729356640023,0.342267111961028,0.760354790474254,-0.934327789415617,0.22123658897274,-0.0600460039197153,77,103.5,192.6,82,5,3.17,29,36
"18",-0.825333140045298,-0.486900801302758,-0.762440518690235,0.139192007198958,0.0989477827085945,-0.510147943515456,-0.92149423720168,-0.865352823647742,0.688174760762717,-0.255034641559132,0.283116670749032,-0.398337203315363,-0.609329185837848,-0.565922162486582,-0.35499795767694,0.297072572718766,-0.744894356103147,-0.0932468294677524,-0.203773140961587,73,99.5,204,80.5,7.5,3.2,28.5,35.5
"19",0.0600063427208142,-0.486900801302758,0.200010412060718,0.479121073623151,1.07466548830535,0.112290390327656,-0.601378958838864,-0.520071062128427,0.872256834166467,0.272380747694589,2.09575389200808,-0.157838444605283,-0.609329185837848,-0.391772420212389,-0.524602974615906,0.245596770745934,-1.02904450607185,-0.272951640005176,-0.634954552087203,75.75,98,198,78.75,3,3.14,32,40
"20",-0.548664551680888,-1.34166813779005,1.27112515757388,0.819050140047345,1.24353970658171,-0.510147943515456,0.949948928611708,-0.312902005216837,-0.232235606256032,0.166897669843845,-0.75267602711328,-0.238004697508643,-0.609329185837848,-0.449822334303786,0.474182125135779,-1.81343530816735,-0.366027489478206,-1.75551632693892,-0.778681689129074,80.25,102.5,271,82.5,2.25,3.16,34.5,36.5
"21",3.21402825007509,0.652788980680291,0.57257206267399,0.0318459862228971,0.436696219261318,1.24399645186059,1.56555523315559,0.653886927037246,0.872256834166467,0.166897669843845,-1.78846872497559,1.60581911926864,3.31320987389357,2.68487302663169,1.09606718724532,0.605927384555758,0.0128393771467341,0.535720007413231,0.514862544247772,80.5,108.5,233,85.75,5.25,3.25,32,35.5
"22",-1.04666801073683,-0.201978355806996,-1.11947876719462,-0.934268202561651,-1.13946315131806,-0.906245065051983,-1.19236101120099,-1.00346552825547,-0.837076704582638,-0.571483875111364,-0.493727852647702,-0.558669709122084,-0.609329185837848,-0.682021990669378,-0.317307953912726,-0.578016060819378,0.770573110396615,-0.138173032102108,-0.203773140961587,68.75,92,171,73,4.25,3.08,29,34.5
"23",-0.60399826935377,-1.05674569229428,2.06281866512708,1.73149131834386,1.31859491470454,-0.1989287765939,1.68867649406436,-0.312902005216837,0.0570362233784316,-0.99341618651434,0.283116670749032,-0.638835962025444,-0.988929740005404,-0.914221647034968,-1.12764303484334,-0.62949186279221,-1.40791137269679,-1.21640189532665,-0.347500278003459,80,107,236,83,3,3.22,32,35.5
"24",2.55002363800051,1.22263387167182,2.68375474948253,2.48291346517629,1.33735871673525,2.77179963493005,2.87064059878861,3.13991560997632,-0.258533045313711,1.32721152620203,-2.30636507390675,1.2851541076552,1.66827413916749,1.69802448707793,2.15138729264332,1.58396762203957,1.8124569936152,2.24291570751876,1.95213391466649,81.75,109.5,278.6,90.25,8.5,3.39,31.5,33.5
"25",1.49868300221575,3.21709099014215,0.898563506960604,1.15897920647154,1.37488632079666,0.48009486032586,0.0388515978867691,-0.105732948305248,-1.41562036385157,0.905279214799053,-1.52952055051001,1.685985372172,3.81934394611698,2.91707268299728,1.13375719100953,0.708878988501422,2.38075729355261,1.74872747854084,3.24567814804334,77.75,105.5,217,83,5.25,3.18,30.5,34.5
"26",-0.32732968098936,-0.201978355806996,0.774376290089513,0.514903080615172,0.211530594892836,-0.793074458898689,0.925324676429953,0.30860516551793,-2.12565121840889,0.377863825545333,-1.52952055051001,-0.318170950412003,-0.482795667781996,-0.449822334303786,0.775702155249495,-0.88687087265637,1.71774027695897,0.0415317784353157,-0.0600460039197153,78.25,104.5,205.8,83,4.75,3.34,30,36.5
"27",2.21802133196321,0.0829440896887663,1.51949959131606,1.10530619598351,0.90579127002899,0.961069936477356,1.22081570261101,0.51577422242952,-0.600399753063531,1.0107622926498,-0.493727852647702,2.00665038378544,1.79480765722334,2.27852362799191,1.039532181599,0.91478219639275,1.05472326036532,1.29946545219728,1.95213391466649,83,110.5,250.6,87,4,3.51,27.5,33.5
"28",-1.21266916375547,-1.34166813779005,-0.684823508145804,-0.00393602076912319,-0.35138346602837,-0.962830368128629,-1.34010652429152,-1.07252188055933,0.977446590397181,-0.676966952962108,0.54206484521461,-0.478503456218724,-1.11546325806126,-0.856171732943571,-0.882658010375944,-0.269161248982386,-1.88149495597797,-1.12654949005794,-0.491227415045331,73.25,96.5,197.6,76.25,3,3.1,32.5,37
"29",-0.60399826935377,0.367866535184529,-1.7093680473323,-1.542562321426,-0.557785288366146,-0.877952413513659,-1.04461549811046,-0.105732948305248,-0.468912557775139,-0.149551563708388,0.283116670749032,-0.478503456218724,0.656005994720673,0.0145769784273955,-0.128857935091653,-0.989822476602034,0.960006543709085,-0.407730247908244,-0.778681689129074,76.5,100,213.2,81,4.5,3.34,26.5,33
"30",0.22600749573946,-0.771823246798521,1.42635917866274,0.997960175007446,0.943318874090404,0.932777284939033,0.531336641521871,0.30860516551793,1.03004146851254,0.166897669843845,0.283116670749032,0.242992819911519,-0.229728631670291,0.0726268925187932,0.134972091257848,0.14264516680027,-0.460744206134442,-0.0932468294677524,-0.347500278003459,80.5,107,234,88,7.5,3.67,28.5,30.5
"32",1.55401671988863,0.367866535184529,0.417338041585128,-0.164955052233214,-0.0136350294756467,1.44204501262885,1.95954326806367,2.03501397311451,0.924851712281824,0.0614145919931005,0.024168496283454,-0.157838444605283,0.276405440553117,0.0145769784273955,0.210352098786277,0.297072572718766,-0.366027489478206,0.0864579810696717,-0.203773140961587,81,109,197,87,6,3.26,29,35
"33",-1.21266916375547,-1.34166813779005,-1.19709577773905,-1.91827339484221,-2.26529127316047,-3.14136453657952,-1.16773675901923,-0.58912741443229,-1.04745621704407,-3.20856082137997,-0.234779678182124,-1.11983347944561,-0.862396221949552,-1.20447121749196,-2.25834314776977,-2.99737875354248,-0.460744206134442,-2.83374519016347,-0.922408826170946,77.25,104.5,202.6,80.75,3.5,3.41,26.5,29.5
"34",-0.714665704699534,-0.486900801302758,0.308674226822923,-0.0218270242651334,0.00512877255506014,-0.425269988900486,-0.0842696630220064,0.0323797563024781,0.320010613955217,-0.887933108663596,-0.234779678182124,-0.719002214928804,-0.609329185837848,-0.798121818852173,-0.750742997201193,-0.526540258846546,0.296989527115439,-0.317877842639532,-0.347500278003459,75.75,102,189,81.5,5.75,3.27,30,36
"35",-1.15733544608259,-1.34166813779005,0.308674226822923,0.157083010694968,-0.182509247752009,-0.708196504283719,-0.404384941384823,-0.865352823647742,1.81896464024289,-1.30986542006657,0.801013019680188,-0.799168467832165,-0.988929740005404,-1.08837138930916,-1.91913311389184,-0.62949186279221,-1.40791137269679,-1.1714756926923,-0.347500278003459,74,99.5,195.2,80,6,3.19,31.5,38.5
"36",0.0600063427208142,-0.486900801302758,2.28014629465149,1.981965367288,1.65634335125726,1.38545970955221,1.36856121570154,-0.105732948305248,-1.07375365610175,1.96010999330649,-0.493727852647702,0.403325325718239,-0.482795667781996,0.0726268925187932,1.71795224935486,1.06920960231125,-0.744894356103147,0.580646210047587,0.0836811331221565,81.5,106.5,232.8,86.25,4.75,3.22,33.5,37.5
"37",-0.271995963316478,-0.486900801302758,0.4483848458029,0.765377129559314,0.736917051752628,0.282046299557597,0.482088137158361,0.584830574733383,0.0833336624361106,0.377863825545333,0.54206484521461,0.00249406120143784,-0.356262149726144,-0.159572763846798,0.172662095022063,0.194120968773102,0.296989527115439,0.311088994241451,0.0836811331221565,81.75,110,191.8,86.75,5,3.55,25,28
"38",-0.659331987026652,-0.486900801302758,-0.979768148214645,-1.13106924101776,-1.42092018177866,-1.67014665658671,-1.21698526338274,-0.727240119040016,-0.363722801544424,-1.30986542006657,1.57785754307692,-1.44049849105905,-1.11546325806126,-1.55277070204034,-1.8060631025992,-1.35015309041186,-1.12376122272809,-1.66566392167021,-2.21595305954779,75.5,96.5,202.8,79.25,3.75,3.32,32.5,37.5
"39",-1.37867031677412,-0.771823246798521,-1.42994680937235,-2.29398446825842,-2.75315012595885,-2.71697476350468,-0.749124471929394,-1.07252188055933,2.08193903081968,-3.5250100549322,-1.78846872497559,-1.11983347944561,-0.862396221949552,-1.20447121749196,-3.70940829269203,-4.49017701075461,0.107556093802969,-3.86704785075365,-0.634954552087203,74,98.5,180.4,79.25,5.25,3.14,31.5,37.5
"40",-0.216662245643596,0.0829440896887663,-0.374355465968077,0.0497369897189073,0.361641011138491,0.876191981862386,-0.87224573283817,-0.796296471343879,3.21272891029986,-0.149551563708388,-1.27057237604444,0.162826567008158,2.1744082113909,1.11752534616395,0.493027127017886,1.58396762203957,0.107556093802969,1.43424406010035,1.95213391466649,73,99,192,80.5,7.5,3.19,31.5,37.5
