"","NO.SHOES","REACH","WEIGHT","WINGSPAN","WING.DIFF","X3.4.SPRINT","STD.VERT","MAX.VERT","TRB","STL","FG.","eFG.","TS.","PER","TRB.","BLK.","USG.","ORtg","DRtg","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"90",-0.195009109796278,0.042559696090639,-1.1222545289749,-0.330621828977072,-0.209049663188354,-1.27512294581284,0.695962208036275,0.327605688991558,2.3,0.2,0.521,0.521,0.528,12.5,12.3,1.8,17.7,102,107,0.3,0.3,0.6,0.062,-2,-1.1,-3.2,-0.1
"95",1.31962475269906,-0.155009492724704,-0.45118763320368,-1.29049165503953,-2.40046682212834,-1.34827449523201,2.33084896100893,1.3073610205551,4.3,0.5,0.426,0.426,0.498,13.1,14.1,2.3,18.9,101,102,0.4,2.2,2.6,0.09,-2.9,0.9,-2,0
"98",-0.497935882295344,-0.286722285268265,-1.09988563244919,-0.54392623476873,-0.209049663188354,0.187908042570485,1.42257854269079,1.3073610205551,2.9,0.2,0.449,0.455,0.48,13.2,15.3,3.2,18.1,101,106,0.2,0.6,0.8,0.071,-2.1,-0.9,-3,-0.1
"99",-1.86110635854114,-0.484291474083608,1.1705573649101,-1.82375266951868,-0.555062898810457,0.480514240247151,0.332654040709019,-1.30531986361434,5.1,0.6,0.531,0.531,0.558,15.7,16.2,0.9,18.7,110,106,2.1,1.7,3.9,0.121,-1.3,-0.5,-1.8,0.1
"105",1.47108813894859,0.635267262536667,1.48372191627,0.0959869826062436,-1.01641387963993,2.08984832746882,-2.39215721424541,-2.77495286095965,1.1,0.2,0.564,0.564,0.575,16.4,11.7,4.5,13.5,128,106,0.4,0.2,0.6,0.178,-1.2,0.9,-0.3,0.1
"109",0.410844435201856,0.371841677449543,-0.0261785992152426,0.202639185502072,-0.0937119179809862,-0.616759001040346,1.24092445902716,0.980775910033918,2.5,0.3,0.701,0.701,0.686,16.2,9.6,8.7,13.3,124,109,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1
"111",-0.952326041043944,-0.0891530964529228,-0.596585460620777,-1.1838394521437,-0.555062898810457,-0.543607451621181,-0.393962293945494,0.490898244252148,2.5,0.4,0.495,0.495,0.517,14.3,14,2.5,16.8,112,104,0.9,1,1.9,0.129,-2,0.2,-1.8,0
"113",-0.497935882295344,-11.8774480291017,-1.65910804559187,-0.757230640560387,-0.439725153603089,-0.470455902202013,0.514308124372647,1.14406846529451,4,0.4,0.394,0.472,0.497,9.6,12,3.1,15.1,96,108,-0.5,1.5,1,0.041,-2.1,0.5,-1.6,0.1
"115",-0.346472496045811,0.174272488634201,0.108034779939001,-0.330621828977072,-0.0937119179809862,1.35833283327715,-1.66554087959089,-1.30531986361434,3.1,0.6,0.487,0.487,0.541,14.6,13.1,0.9,16.4,112,104,1.7,0.9,2.6,0.129,-0.8,-0.4,-1.2,0.2
"116",-0.952326041043944,-0.0891530964529228,0.135995900596135,-1.07718724924787,-0.439725153603089,-0.543607451621181,-0.757270461272751,-0.815442197832572,1.7,0.2,0.43,0.43,0.483,7.2,12,0.7,12.7,105,104,0.2,0.7,0.8,0.094,-5.4,0.2,-5.2,-0.4
"117",-0.649399268544878,-0.0232967001811419,-1.23409901160343,-1.29049165503953,-0.90107613443256,-1.42142604465118,-0.212308210281866,-1.14202730835375,4.6,0.7,0.438,0.438,0.456,11.3,14.5,2.9,16.3,99,107,-0.1,1.8,1.7,0.055,-3.5,0.1,-3.4,-0.5
"119",-0.497935882295344,-0.0891530964529228,-0.479148753860814,-0.757230640560387,-0.439725153603089,-1.05566829755535,0.514308124372647,-0.325564532050802,4.5,0.4,0.596,0.596,0.607,15.4,16.3,1.5,13.5,118,109,2,0.8,2.7,0.116,0.7,-0.6,0.1,0.6
"121",-0.195009109796278,0.147929930125488,-0.674876598460752,1.0558568086687,1.29034102450743,0.699968888504652,-0.212308210281866,-0.652149642571982,4.2,0.4,0.474,0.474,0.519,15.9,18.2,2.3,15.3,110,100,1.4,1.3,2.8,0.143,-0.8,0.3,-0.5,0.4
"123",0.713771207700923,0.83283645135201,0.667257193081682,1.80242222893951,1.40567876971479,-0.470455902202013,-1.12057862860001,-0.978734753093162,4.5,0.2,0.633,0.633,0.585,14.1,17.8,5.7,13.9,105,107,0.4,0.9,1.3,0.079,-3.2,-0.1,-3.3,-0.3
"125",-2.01256974479068,-0.0891530964529228,2.15478881204122,0.0959869826062436,1.63635426012953,0.846271987342985,-1.12057862860001,-0.162271976790212,6.4,0.6,0.556,0.556,0.564,17.7,20.6,1.9,20.8,108,101,1.8,2.8,4.6,0.147,-1,0.4,-0.7,0.5
"128",0.562307821451389,0.766980055080229,3.00480688001809,1.69577002604368,1.40567876971479,1.57778748153465,-2.02884904691815,-1.9584900846567,8.6,1,0.43,0.432,0.484,14.6,17.2,2.1,27.2,94,105,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4
"133",-0.649399268544878,0.042559696090639,-0.753167736300728,0.309291388397901,0.828990043677955,-1.49457759407034,0.514308124372647,0.654190799512738,1.4,0.4,0.463,0.469,0.52,12.6,8.8,1.5,17.2,107,104,0.5,0.8,1.3,0.114,-1.7,1.1,-0.6,0.2
"134",-0.195009109796278,0.042559696090639,2.34492443250973,-0.650578437664559,-0.555062898810457,2.01669677804965,-1.48388679592726,-0.978734753093162,1,0.1,0.485,0.485,0.532,10,11.3,3.5,20.2,98,105,0,0.3,0.3,0.057,-6.6,-0.5,-7.1,-0.3
"135",0.107917662702789,0.371841677449543,0.398830434773195,0.949204605772875,0.944327788885323,-0.616759001040346,0.877616291699904,0.654190799512738,5.3,0.4,0.517,0.517,0.542,13.8,16,3.5,17.1,108,108,1.5,1.4,2.9,0.091,-2.6,-0.6,-3.2,-0.5
"137",-0.800862654794411,0.10841609236242,0.577781606978854,-0.117317423185414,0.482976808055852,-0.763062099878679,-0.0306541266182378,0.327605688991558,4.7,0.5,0.412,0.449,0.499,12.9,12.2,1.6,20.7,100,106,0.6,1.2,1.8,0.059,-1.4,-0.7,-2.1,0
"140",0.865234593950456,0.240128884905982,0.0409280903618801,0.949204605772875,0.367639062848484,0.480514240247151,-0.393962293945494,-0.325564532050802,4.1,0.2,0.458,0.458,0.5,10.7,18.1,4.5,13.1,100,105,0.1,0.5,0.6,0.07,-4.5,-0.3,-4.7,-0.3
"150",-1.70964297229161,-0.286722285268265,-0.138023081843779,-0.223969626081243,1.05966553409269,0.480514240247151,-0.393962293945494,-0.162271976790212,3.3,0.5,0.327,0.354,0.404,7.1,13.5,1.8,14,87,102,-0.9,1.6,0.6,0.028,-5,1.4,-3.6,-0.4
"151",0.107917662702789,-0.0891530964529228,-0.618954357146484,-0.54392623476873,-0.670400644017824,-1.05566829755535,-0.0306541266182378,-0.162271976790212,6.5,0.8,0.457,0.466,0.503,15,13.7,1.3,24.5,97,106,0.4,1.3,1.7,0.043,-1.1,-1.9,-3,-0.4
"153",0.259381048952322,0.569410866264886,0.108034779939001,1.16250901156453,1.05966553409269,-1.42142604465118,0.514308124372647,0.654190799512738,10,0.9,0.52,0.52,0.571,17.2,17.3,3.6,16.7,111,104,3.8,3.5,7.3,0.131,0.1,-0.1,0,1.4
"156",-0.0435457235467443,0.305985281177763,-0.540663219306509,0.309291388397901,0.367639062848484,0.11475649315132,-0.212308210281866,-0.162271976790212,1.2,0.1,0.371,0.377,0.42,8.5,9.1,2.4,21.9,89,111,-0.5,0.2,-0.3,-0.033,-3.9,-1.6,-5.5,-0.3
"158",0.259381048952322,0.10841609236242,-0.641323253672192,-0.757230640560387,-1.01641387963993,-0.909365198717012,0.695962208036275,0.817483354773328,7.1,0.6,0.576,0.576,0.583,15.8,17.1,3.2,13.3,120,110,2.9,1.1,4,0.119,-0.2,-0.8,-0.9,0.4
"159",0.410844435201856,0.371841677449543,-0.898565563717825,0.522595794189559,0.252301317641117,-0.909365198717012,-0.938924544936379,-0.162271976790212,5.7,0.2,0.366,0.434,0.456,13.8,12.5,4.8,18.4,101,107,1,1.4,2.4,0.061,-0.3,-0.6,-0.9,0.5
"161",1.16816136644952,0.503554469993105,3.51929150010936,2.01572663473116,1.29034102450743,1.43148438269631,-0.393962293945494,-0.815442197832572,3.8,0.2,0.501,0.501,0.54,14.4,13.8,3.4,20.7,103,107,1,0.8,1.8,0.075,-2.4,-1.9,-4.4,-0.7
"162",0.107917662702789,-0.0891530964529228,-0.0373630474780956,1.16250901156453,1.17500327930006,-0.32415280336368,0.695962208036275,0.00102057847037776,3.1,0.4,0.437,0.437,0.472,9.7,10,6.4,12.8,98,110,0,0.7,0.7,0.032,-4.4,0.6,-3.8,-0.5
"164",0.107917662702789,0.437698073721324,1.05871288228156,0.949204605772875,0.944327788885323,-1.34827449523201,0.877616291699904,0.164313133730968,10.9,0.8,0.447,0.447,0.479,16.3,17.5,3.6,21.8,100,105,0.9,3.1,4,0.074,-0.7,-1.3,-2,0
"168",-1.55817958604208,-0.484291474083608,0.913315054864462,-0.863882843456216,0.252301317641117,-0.251001253944515,1.42257854269079,1.47065357581569,4.6,0.5,0.497,0.526,0.571,14.5,9,0.7,21.4,110,117,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3
"171",0.713771207700923,0.10841609236242,1.46135301974429,1.69577002604368,1.29034102450743,-0.32415280336368,1.78588671001804,0.00102057847037776,4,0.3,0.438,0.438,0.467,9.3,15.4,5.2,10.7,97,103,0,1.5,1.5,0.066,-4,0.7,-3.4,-0.4
"184",-1.70964297229161,-0.352578681540046,0.119219228201854,-1.71710046662285,-0.555062898810457,-0.0315466056870135,-1.12057862860001,-0.652149642571982,2.6,0.4,0.412,0.469,0.505,7.9,9.1,3.2,11.6,104,108,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2
"186",0.713771207700923,0.174272488634201,0.47712157261317,0.202639185502072,-0.324387408395721,0.11475649315132,-1.48388679592726,-1.46861241887493,7.5,1.2,0.551,0.551,0.575,18,16.5,1.6,15.4,120,109,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4
"187",1.47108813894859,0.635267262536667,1.05871288228156,1.0558568086687,0.0216258272263814,-0.470455902202013,1.05927037536353,0.164313133730968,7,0.4,0.564,0.564,0.599,18.1,20,4.2,19.3,116,104,2.6,2,4.6,0.167,-1.4,0.3,-1.1,0.3
"188",-0.800862654794411,0.10841609236242,-1.2900212529177,0.0959869826062436,0.713652298470587,-0.836213649297844,1.42257854269079,1.47065357581569,2.1,0.2,0.443,0.443,0.499,11,12.1,2.3,22.5,94,102,-0.3,1.1,0.8,0.053,-4.9,-0.1,-5,-0.5
"191",0.410844435201856,0.305985281177763,-0.339343150575144,0.629247997085388,0.367639062848484,0.0416049437321514,-0.757270461272751,-0.325564532050802,3.8,0.5,0.503,0.503,0.526,14.4,14,2.3,23.2,102,109,0,1,1,0.056,-3.4,0.4,-3,-0.2
"193",0.562307821451389,0.240128884905982,0.108034779939001,0.949204605772875,0.59831455326322,1.43148438269631,-0.212308210281866,-0.652149642571982,2.7,0.2,0.544,0.544,0.57,12.2,13.6,3.3,13.6,106,105,0.5,0.7,1.2,0.091,-2.9,0.3,-2.6,-0.1
"195",-1.25525281354301,0.240128884905982,0.96923729617873,0.735900199981217,1.7516920053369,0.846271987342985,-0.393962293945494,-0.815442197832572,3.3,0.2,0.524,0.524,0.596,15.8,12.4,2.2,21,111,107,1.7,1,2.6,0.123,-1.6,-0.6,-2.2,0
"200",0.107917662702789,0.240128884905982,-1.03277894287207,-0.117317423185414,-0.209049663188354,0.11475649315132,-0.212308210281866,-0.325564532050802,4.4,0.3,0.566,0.566,0.599,16.6,17.7,2.4,17.7,112,110,0.7,0.5,1.2,0.109,-0.9,-1.2,-2,0
"203",0.410844435201856,-0.220865888996485,-0.674876598460752,-0.757230640560387,-1.13175162484729,-0.616759001040346,0.15099995704539,0.00102057847037776,3.8,0.5,0.412,0.412,0.457,9.6,14.6,2.1,19.4,87,105,-0.9,0.8,-0.1,-0.006,-4.9,0.1,-4.8,-0.5
"206",0.259381048952322,0.042559696090639,-1.02159449460921,0.0959869826062436,-0.0937119179809862,-1.42142604465118,1.60423262635442,1.47065357581569,1.6,0.1,0.446,0.446,0.456,11.4,11.5,3.6,22.4,88,99,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1
"215",-0.952326041043944,-0.220865888996485,1.06989733054441,-0.437274031872901,0.252301317641117,-0.763062099878679,0.514308124372647,0.490898244252148,2,0.3,0.452,0.488,0.532,10.4,9.4,4.3,18,95,104,-0.3,1.1,0.8,0.054,-4,1.5,-2.4,-0.1
"219",-0.497935882295344,-0.220865888996485,1.68504198500136,-0.223969626081243,0.136963572433749,3.47972776643298,0.15099995704539,-0.815442197832572,5.9,0.5,0.493,0.496,0.534,13.5,17.5,1.9,14.9,113,102,1.3,1.4,2.7,0.146,-2.3,0.4,-1.9,0
"220",0.259381048952322,0.305985281177763,-0.249867564472315,1.48246562025202,1.40567876971479,-0.909365198717012,0.877616291699904,0.654190799512738,5.4,0.4,0.589,0.596,0.636,17.5,14.3,4.6,16.3,119,108,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5
"223",0.410844435201856,-0.418435077811827,0.779101675710218,0.522595794189559,0.252301317641117,1.94354522863048,-2.21050313058178,-1.46861241887493,4.2,0.4,0.461,0.461,0.532,11.5,12.4,1.2,15,113,107,2.3,1,3.3,0.111,-2.1,-1.2,-3.3,-0.5
"224",1.01669798019999,0.371841677449543,0.72317943439595,1.16250901156453,0.482976808055852,1.50463593211548,-1.30223271226364,-1.63190497413552,3.9,0.4,0.421,0.423,0.5,10.7,12,2.4,13.5,104,101,1,2,3,0.104,-2.7,0.6,-2.1,0
"227",1.31962475269906,-0.155009492724704,-0.283420909260876,-1.29049165503953,-2.40046682212834,-0.32415280336368,1.60423262635442,1.3073610205551,3,0.3,0.455,0.461,0.491,10.7,12.3,3.6,16.1,101,106,0.2,1.4,1.5,0.067,-3.6,0.1,-3.5,-0.4
"228",1.47108813894859,0.964549243895572,0.163957021253269,1.80242222893951,0.828990043677955,-0.616759001040346,-0.757270461272751,-0.325564532050802,3.9,0.4,0.494,0.494,0.534,17,15.1,5.4,20.7,107,110,1.1,0.9,2,0.084,-1.8,-1.1,-2.9,-0.3
"231",1.01669798019999,0.437698073721324,-1.08870118418634,0.735900199981217,0.0216258272263814,0.261059591989653,-0.757270461272751,0.327605688991558,4,0.4,0.672,0.674,0.689,17.6,12.7,4.3,15,131,111,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5
"234",0.107917662702789,-0.0232967001811419,0.0856658834132936,-0.330621828977072,-0.439725153603089,-1.42142604465118,0.695962208036275,0.490898244252148,2.5,0.2,0.662,0.662,0.705,12.1,15,3.2,10.1,130,105,0.8,0.6,1.3,0.156,-3.4,0.4,-3,-0.1
"238",1.31962475269906,0.437698073721324,-0.909750011980678,0.0959869826062436,-0.90107613443256,0.992575086181318,-0.938924544936379,-1.46861241887493,2.6,0.3,0.535,0.535,0.59,15.2,12.7,6.1,12,122,108,1.2,0.6,1.8,0.128,-0.5,0.7,0.2,0.4
"241",0.259381048952322,0.437698073721324,1.36069298537861,1.37581341735619,1.29034102450743,-0.32415280336368,-0.393962293945494,0.00102057847037776,3.3,0.4,0.421,0.421,0.442,10.4,14,2.7,21.8,89,108,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8
"244",0.259381048952322,0.305985281177763,-0.45118763320368,0.949204605772875,0.828990043677955,1.43148438269631,-0.757270461272751,-1.14202730835375,1.6,0.2,0.408,0.408,0.437,9.8,11.1,3.5,21.9,90,109,-0.4,0.3,-0.1,-0.012,-4.6,-0.6,-5.2,-0.3
"249",0.865234593950456,-0.0891530964529228,-0.842643322403557,-0.223969626081243,-0.90107613443256,0.992575086181318,1.24092445902716,1.3073610205551,5.6,0.9,0.482,0.482,0.539,15.5,15.3,3.3,15.6,109,104,1.5,2.3,3.8,0.12,-1.2,1,-0.2,0.7
"251",-0.800862654794411,-0.155009492724704,-1.01041004634636,-0.970535046352045,-0.439725153603089,-2.51869928593867,1.24092445902716,1.63394613107628,1.9,0.3,0.416,0.449,0.494,10.1,9.5,3.4,20.9,96,108,-0.3,0.7,0.4,0.03,-3.4,-0.1,-3.5,-0.3
"256",-0.195009109796278,-0.0891530964529228,-0.719614391512167,-1.07718724924787,-1.01641387963993,-0.470455902202013,1.42257854269079,1.3073610205551,7.3,0.6,0.576,0.591,0.62,18.3,16.9,3.8,17.9,117,108,3.4,2,5.4,0.145,-0.4,0.2,-0.2,0.8
"261",0.865234593950456,-0.220865888996485,-0.831458874140704,-0.757230640560387,-1.4777648604694,0.187908042570485,0.15099995704539,0.980775910033918,2.6,0.3,0.508,0.516,0.536,15.3,11.9,2.3,17.6,111,105,0.9,0.5,1.4,0.122,-0.3,0,-0.3,0.2
"264",-0.952326041043944,-0.352578681540046,-0.809089977614996,-0.863882843456216,-0.209049663188354,-0.909365198717012,0.877616291699904,1.47065357581569,3.6,0.6,0.627,0.627,0.641,18,14.3,5.5,13.9,121,103,1.6,1.4,2.9,0.174,0,2.8,2.8,1
"268",0.410844435201856,0.10841609236242,-0.316974254049436,-0.117317423185414,-0.439725153603089,-0.251001253944515,0.695962208036275,0.490898244252148,3.7,0.3,0.493,0.493,0.528,15,16,2.5,18.7,109,108,0.8,0.6,1.4,0.105,-2.1,-1.4,-3.5,-0.2
"270",-0.497935882295344,-0.0891530964529228,0.510674917401731,-0.650578437664559,-0.324387408395721,0.846271987342985,-1.48388679592726,-0.978734753093162,3.6,0.5,0.507,0.507,0.544,14.5,14.3,1.8,14.7,112,108,1,0.4,1.3,0.101,-0.9,-1.2,-2.1,0
"275",-0.346472496045811,0.042559696090639,-0.618954357146484,-0.330621828977072,-0.0937119179809862,-0.982516748136177,1.24092445902716,1.63394613107628,2.2,0.2,0.457,0.457,0.546,9.2,11.4,0.7,13.4,106,107,0.3,0.4,0.7,0.079,-2.7,-0.9,-3.6,-0.2
"278",-1.25525281354301,0.10841609236242,-1.51371021817477,0.202639185502072,1.17500327930006,0.187908042570485,-0.212308210281866,0.00102057847037776,2.1,0.5,0.533,0.562,0.581,15.4,10.7,1.5,16.4,111,104,0.7,0.9,1.7,0.126,0.3,1.5,1.8,0.6
"288",1.31962475269906,0.10841609236242,-0.227498667946607,-1.71710046662285,-2.86181780295781,1.87039367921131,-1.66554087959089,-1.30531986361434,5.2,0.5,0.466,0.506,0.546,15.2,14.8,1.5,21,107,107,1.5,1.4,2.9,0.101,-0.9,-0.3,-1.2,0.3
"291",-1.55817958604208,0.10841609236242,-0.753167736300728,-0.757230640560387,0.367639062848484,-0.543607451621181,0.514308124372647,0.490898244252148,7.7,0.7,0.586,0.586,0.618,21.9,19.8,3.6,18.7,123,103,3.2,1.3,4.6,0.212,2.4,-0.2,2.2,1.1
"295",0.259381048952322,0.371841677449543,-1.2900212529177,1.26916121446036,1.17500327930006,0.846271987342985,-1.12057862860001,0.00102057847037776,4.4,1,0.43,0.451,0.519,15.8,6.9,1.9,28.1,100,110,0.4,1.9,2.3,0.04,0.5,-0.7,-0.1,1.3
"297",-1.40671619979254,-0.286722285268265,0.734363882658803,-0.117317423185414,0.944327788885323,1.94354522863048,-0.575616377609123,-0.325564532050802,2.4,0.3,0.402,0.402,0.418,11.1,13.5,1.2,16.2,99,110,0.1,0.2,0.2,0.032,-1.9,-2.2,-4.1,-0.2
"299",-0.497935882295344,-0.155009492724704,0.946868399653023,-1.07718724924787,-0.785738389225192,-0.836213649297844,0.15099995704539,0.490898244252148,9.1,0.4,0.459,0.461,0.538,18.3,21,1.9,21,112,109,3.4,1.9,5.3,0.124,0.4,-1.6,-1.1,0.4
"302",-0.649399268544878,-0.0232967001811419,-1.63673914906616,-0.330621828977072,0.136963572433749,-0.543607451621181,0.514308124372647,0.654190799512738,4.3,0.4,0.54,0.54,0.582,16.4,17.1,2.9,13.2,123,108,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2
"309",-0.195009109796278,-0.0891530964529228,-0.00380970268953502,-0.54392623476873,-0.439725153603089,-0.982516748136177,0.15099995704539,0.817483354773328,2.9,0.4,0.404,0.408,0.419,9.5,14,1.7,20.2,88,108,-1,0.7,-0.3,-0.019,-3.3,-1.4,-4.6,-0.6
"310",0.865234593950456,0.10841609236242,0.275801503881806,-0.330621828977072,-1.01641387963993,0.846271987342985,0.332654040709019,-0.162271976790212,3.5,0.3,0.387,0.387,0.45,11.2,14.1,2.4,18.6,96,105,0,0.8,0.8,0.048,-3.1,-0.9,-4,-0.4
"315",-0.0435457235467443,-0.0891530964529228,0.152772572990416,1.26916121446036,1.40567876971479,1.43148438269631,0.877616291699904,-0.652149642571982,3.7,0.2,0.513,0.513,0.535,15.8,18.5,3.1,18.1,107,106,0.7,0.7,1.4,0.107,-1.9,0.3,-1.6,0.1
"319",0.865234593950456,0.371841677449543,-0.227498667946607,1.26916121446036,0.713652298470587,0.699968888504652,-0.938924544936379,0.164313133730968,5,0.3,0.503,0.503,0.533,17.1,13.9,4.2,19.3,113,109,2.5,1,3.4,0.118,-0.4,-1,-1.4,0.2
"321",0.410844435201856,0.635267262536667,-0.876196667192117,1.69577002604368,1.52101651492216,-0.470455902202013,-1.30223271226364,-1.79519752939611,3,0.4,0.433,0.433,0.448,11,11.9,6.5,17.6,91,99,-0.7,1.8,1,0.057,-5.2,1.7,-3.5,-0.3
"322",-0.649399268544878,-0.0891530964529228,-0.283420909260876,-1.82375266951868,-1.4777648604694,-0.251001253944515,-0.575616377609123,-0.162271976790212,1.5,0.2,0.455,0.455,0.471,13.8,16.4,0.9,15.9,110,100,0.2,0.3,0.5,0.144,-2.8,-0.1,-3,-0.1
"325",-1.40671619979254,0.042559696090639,1.45016857148144,-0.117317423185414,0.944327788885323,-0.909365198717012,-0.393962293945494,-0.325564532050802,3,0.2,0.466,0.466,0.521,11.3,13.4,2.3,19.3,100,106,0.4,0.5,0.9,0.063,-4,-1.4,-5.4,-0.6
"326",2.53133184269532,0.766980055080229,0.44356822782461,1.58911782314785,-0.209049663188354,1.06572663560048,-1.66554087959089,-1.79519752939611,2,0.3,0.344,0.344,0.449,9.9,13.7,4.9,13.9,91,101,-0.2,0.7,0.5,0.047,-3.7,1.2,-2.5,-0.1
"329",-1.55817958604208,-0.155009492724704,0.119219228201854,-1.82375266951868,-0.785738389225192,0.553665789666319,-1.84719496325452,-1.63190497413552,2.9,0.3,0.383,0.422,0.444,10.1,13.2,2,16.8,98,107,-0.1,0.7,0.6,0.048,-3.3,-0.4,-3.7,-0.3
